Start,End,Date text,Date (for research purposes only),Region,Country,Lat,Long,Basis,Headline,Description,Sources,
2008,2008,2008,,Sub-Saharan Africa,Somalia,1.71747,44.7686,Casualty,Water aid workers kidnapped,"Five aid workers, employed by the charity Water for Life, are kidnapped at gunpoint in Somalia. This is one of the first instances of Somali natives being kidnapped, as well as one of the first instances of a woman being kidnapped.","RAND Database of Worldwide Terrorism Incidents 2018; New Humanitarian, The 2008",
2004,2004,2004,,Western Asia,Iraq,36.3566,43.164,Casualty,Missionaries working on a water project attacked,"Four Christian missionaries from the U.S. are killed and one other seriously wounded when they are attacked while working on a water project in Mosul, Iraq.",RAND Database of Worldwide Terrorism Incidents 2018; Renaud and Johnson 2004,
2003,2003,2003,,Southern Europe,Italy,45.0291,10.5924,Weapon,Poisoned bottled water in Italy,Approximately 50 people in northern Italy have to be treated in a hospital due to poisoned bottled water. An anarchist group is blamed by authorities for the poisonings.  ,RAND Database of Worldwide Terrorism Incidents 2018; Reuters 2003,
2004,2004,2004,,Western Asia,Iraq,36.3566,43.164,Casualty,Driver killed while transporting water,"A driver of a truck transporting mineral water in Mosul, Iraq is killed when his truck is set on fire. ",RAND Database of Worldwide Terrorism Incidents 2018; Reuters 2004c,
2003,2003,2003,,Latin America and the Caribbean,Colombia,6.96744,-71.1579,"Trigger, Casualty","In attempt to prevent natural resource extraction, intentional oil spill leaves 4700 families without drinking water","A controversial pipeline is attacked once again, causing oil to spill into a local stream, polluting the water supply used by 4700 families. The Caño Limón–Coveñas oil pipeline has come under attack hundreds of times in an attempt by the local population to disrupt and halt natural resource extraction by multinational companies. One source reports that since the pipeline was built in 1985 it has been attacked 972 times.",RAND Database of Worldwide Terrorism Incidents 2018; SourceWatch 2018,
2001,2001,2001,,Latin America and the Caribbean,Colombia,10.0347,-73.2371,Trigger,Two leaders of a water utility labor union assassinated,"The president of the Codazzi Waterworks Labor Union, Aldo Mejia Martinez, is shot and killed by five unidentified people. Six months later, his successor, Engeniano Sánchez Díaz, is also murdered. The murders may be linked to a larger trend of homicides in Colombia of trade-union leaders and activists.",RAND Database of Worldwide Terrorism Incidents 2018; Trade Union Confederation 2001,
1998,1998,1998,,Southern Europe,Albania,42.0268,20.4227,Casualty,Attacks on water supplies during the Kosovo War leave tens of thousands without water,"During the Kosovo War (February 1998-June 1999), several attacks over the course of two days leave tens of thousands of Albanians without water. The first attack on February 21, 1998 destroys a main waterline for the town of Kukës, Albania and 15 other villages. The second attack happens on February 22, 18 km away at Kolesjan village.",RAND Database of Worldwide Terrorism Incidents 2018; UN Environment Programme and UN Center for Human Settlements 1999,
1984,1984,1984,,Western Asia,Jordan,31.9454,35.9284,Casualty,"Water truck bombed in front of U.S. Embassy in Amman, Jordan","A water truck is destroyed when a bomb placed underneath it explodes. The truck was outside the U.S. Embassy in Amman, Jordan. Two people are injured.",RAND Database of Worldwide Terrorism Incidents 2018; US Secretary of State 1986,
1870,1881,1870s to 1881,,North America,United States,33.0786,-106.02,Trigger,Water violence in New Mexico,"Recurrent friction and eventual violent conflict over water rights in the vicinity of Tularosa, New Mexico involving villagers, ranchers, and farmers.",Rasch 1968,
2018,2018,2018,10/1/2018,Eastern Europe,Ukraine,48.015883,37.80285,Casualty,Attacks on water utilities and water infrastructure in the ongoing conflict in Ukraine cause water shortages for hundreds of thousands,"Water shortages are reported by residents living in at least 20 communities near the line of conflict in the Donbas region of Ukraine. In spite of a ceasefire negotiated in 2014, the ongoing violence has damaged public utilities, leaving residents without water for days and weeks at a time.",REACH 2018; Protection Cluster 2018,
1907,1913,1907-1913,,North America,United States,37.3786,-118.377,"Trigger, Casualty",Los Angeles aqueduct bombed,The Los Angeles Valley aqueduct/pipeline suffers repeated bombings in an effort to prevent diversions of water from the Owens Valley to Los Angeles.,Reisner 1993,
1935,1935,1935,,North America,United States,34.2966,-114.139,Trigger,Arizona mobilizes troops to protest Parker Dam,Arizona calls out the National Guard and militia units to the border with California to protest the construction of Parker Dam and diversions from the Colorado River; dispute ultimately is settled in court.,Reisner 1993,
2017,2017,2017,,Western Asia,Yemen,13.3207,43.248,Casualty,"Airstrikes, shelling and sniper attacks damage water structures in Al Mohka","Fighting in Yemen has damaged water infrastructure in several cities. Airstrikes, shelling, and sniper attacks in and around the town of Al Mokha have killed and injured scores of civilians and halted most services, including the main market and the water supply system.",ReliefWeb 2017a,
2017,2017,2017,,Eastern Europe,Ukraine,48.0185,37.802,Casualty,Nearly 3 million people left without reliable access to water supplies in Ukraine,"A long series of attacks on energy and water systems in the Ukraine has intermittently left nearly three million people without access to reliable water supplies. This has included repeated damage to the Donetsk Filtration Plant, the South Donbas water pipeline, energy plants that supply power to water treatment and distribution systems, and the Carbonit Water Pumping Station.",ReliefWeb 2017b,
1999,1999,1999,,Southern Europe,Yugoslavia,44.8074,20.478,Casualty,NATO strikes water facilities in Yugoslavia,"NATO targets utilities and shuts down water supplies in Belgrade. NATO bombs bridges on Danube, disrupting navigation.",Reuters 1999a,
1999,1999,1999,,Southern Europe,Kosovo,42.6748,21.1789,Casualty,Serbs cut off water to Pristina,Serbian engineers shut down water system in Pristina prior to occupation by NATO.,Reuters 1999b,
2004,2004,2004,,Southern Asia,Pakistan,32.3069,69.8606,Casualty,Pakistan targets terrorists' water,"In military action aimed at Islamic terrorists, including Al Qaeda and the Islamic Movement of Uzbekistan, homes, schools, and water wells are damaged and destroyed in Pakistan.",Reuters 2004a,
2004,2004,2004,,Latin America and the Caribbean,Mexico,19.269,-103.379,Trigger,Mexican farmers shot in duel over spring,"Two Mexican farmers argue for years over water rights to a small spring used to irrigate a small corn plot near the town of Pihuamo. In March, these farmers shoot each other dead.",Reuters 2004b,
2006,2006,2006,,Sub-Saharan Africa,"Ethiopia, Kenya",2.33333,37.9833,Trigger,Water clashes kill 40 in Kenya and Ethiopia,"At least 40 people die in Kenya and Ethiopia in continuing clashes over water, livestock, and grazing land. Fighting occurs in the southern Ethiopia in the region of Oromo and the northern Kenya Marsabit district.",Reuters 2006,
2009,2009,2009,,Western Asia,Yemen,12.8003,45.0337,Trigger,One dead in South Yemen protest over water cuts,At least one Yemeni is killed and three wounded in clashes with police in Aden in southern Yemen over the cutting off of water.,Reuters 2009,
2012,2012,2012,,Latin America and the Caribbean,Peru,-5.5,-74.5,Trigger,Police kill gold mine protestors in Peru,"Several incidents of protests, injuries, and deaths are reported in regions of Peru where residents oppose large mines because of concerns over water quality and water rights. Police kill four protestors in clashes over the proposed Canadian-operated $5 billion dollar Minas Conga gold mine.",Reuters 2012a; Yeager 2012,
2012,2012,2012,,Southern Asia,India,28.5886,77.1538,Trigger,Violent protests over water shortages in New Delhi,"Scuffles and protests break out around New Delhi during the summer of 2012 as residents surround water delivery trucks and fight over water. The summer is the hottest in 33 years, leading to extensive energy and water shortages.",Reuters 2012b,
2014,2014,2014,,Western Asia,Syria,33.6243,36.1088,Weapon,Free Syrian Army cuts off water supply to Wadi Barada,"Syrian government forces are driven out of Wadi Barada's villages after the Free Syrian Army (FSA) cuts off water supply from Ain al-Fijah, a major spring serving the Damascus area.",Reznick 2016,
2015,2015,2015,,Western Asia,Syria,36.2061,37.1664,Casualty,"Terrorists bomb main water pipe into Aleppo, Syria","Fighters from Jabhat al-Nusra, the Syrian branch of Al-Qaeda, bomb the main pipeline carrying water to the city of Aleppo from the Euphrates River. More than 100 people are sickened by contaminated water.",Reznick 2016,
2015,2016,2015-2016,,Western Asia,Syria,33.6169,36.1776,"Weapon, Casualty",Syrian rebel groups cut off water supply to Damascus,"In August 2015, Syrian rebel groups cut off water from a spring in Ain al-Fijah, reducing water output to Damascus by 90 percent for three days and leading to water shortages and rationing. Rebels continue to periodically shut off the supply from the spring, resulting in water shortages in Ain al-Fijah and Damascus. Rebels threaten to blow up the spring if government forces enter the region.",Reznick 2016,
2011,2018,2011-2018,,Sub-Saharan Africa,Nigeria,6.86828,8.67518,Trigger,Continued conflict over water between herdmen and farmers,"Scarce water and land resources have forced herdsmen, mainly of the Fulani ethnic group, to move into regions of the country that are used as farmland, leading to deathly conflicts between the herdsmen and farmers. In 2016 alone these conflicts led to 2,500 deaths. The violence has continued into 2018.",Ritter 2018; Agence France-Presse (AFP) 2018; Muller-Jung and Oneko 2018,
2011,2018,2011-2018,N/A,Sub-Saharan Africa,South Sudan,6.87597,31.306877,Casualty,Water infrastructure is a casualty of the ongoing conflict in South Sudan,"Since South Sudan's independence in 2011, ongoing violent conflicts have harmed and destroyed water infrastructure  across the country. ",Ritter 2019,
537,537,537,,Southern Europe,Roman Empire,41.8953,12.4822,Weapon,Goths cut Roman aqueducts,"In the 6th century AD, as the Roman Empire begins to decline, the Goths besiege Rome and cut almost all of the aqueducts leading into the city. In 537 AD this siege is successful. The only aqueduct that continues to function is the Aqua Virgo, which runs almost entirely underground.",Rome Guide 2004; InfoRoma 2004,
2009,2009,2009,,Southern Asia,Pakistan,29.5423,68.8918,Weapon,Tehrik-e-Taliban Pakistan threaten to contaminate local water resources,"The Tehrik-i-Taliban Pakistan (TTP) threatens to contaminate local water resources in a letter faxed to the Directorate of Military Lands and Cantonments in Rawalpindi, Pakistan. The letter stated that the TTP had procured 200 liters of a poisonous material that would be used to contaminate water sources and reservoirs in the wards falling under Rawalpindi Cantonment Board (RCB) and Chaklala Cantonment Board (CCB) limits unless the Army stopped military operations in South Waziristan.",Roul 2010; Laskar 2009,
